track_id,track_title,era_clean,year,in_canonical_catalog
gold_digger_late_registration,Gold Digger,Late Registration,2005,True
gone_late_registration,Gone,Late Registration,2005,True
heard_em_say_late_registration,Heard 'Em Say,Late Registration,2005,True
hey_mama_late_registration,Hey Mama,Late Registration,2005,True
late_late_registration,Late.,Late Registration,2005,True
roses_late_registration,Roses,Late Registration,2005,True
skit_1_late_registration,Skit #1,Late Registration,2005,True
skit_2_late_registration,Skit #2,Late Registration,2005,True
skit_3_late_registration,Skit #3,Late Registration,2005,True
skit_4_late_registration,Skit #4,Late Registration,2005,True
touch_the_sky_late_registration,Touch the Sky,Late Registration,2005,True
we_can_make_it_better_late_registration,We Can Make It Better,Late Registration,2005,False
we_major_late_registration,We Major,Late Registration,2005,True
impossible_late_registration,Impossible,Late Registration,2006,True
grammy_family_late_registration,Grammy Family,Late Registration,2006,True
barry_bonds_graduation,Barry Bonds,Graduation,2007,True
because_of_you_remix_graduation,Because of You (Remix),Graduation,2007,False
bittersweet_poetry_graduation,Bittersweet Poetry,Graduation,2007,False
buy_you_a_drank_remix_graduation,Buy You a Drank (Remix),Graduation,2007,False
drunk_and_hot_girls_graduation,Drunk and Hot Girls,Graduation,2007,True
flashing_lights_graduation,Flashing Lights,Graduation,2007,True
good_life_graduation,Good Life,Graduation,2007,True
good_night_graduation,Good Night,Graduation,2007,False
homecoming_graduation,Homecoming,Graduation,2007,True
in_the_mood_graduation,In the Mood,Graduation,2007,True
southside_graduation,Southside,Graduation,2007,True
stay_up_viagra_graduation,Stay Up! (Viagra),Graduation,2007,True
big_brother_graduation,Big Brother,Graduation,2007,True
can_t_tell_me_nothing_graduation,Can't Tell Me Nothing,Graduation,2007,True
good_morning_graduation,Good Morning,Graduation,2007,True
i_wonder_graduation,I Wonder,Graduation,2007,True
stronger_graduation,Stronger,Graduation,2007,True
the_glory_graduation,The Glory,Graduation,2007,True
american_boy_808s_heartbreak,American Boy,808s & Heartbreak,2008,True
amazing_808s_heartbreak,Amazing,808s & Heartbreak,2008,True
digital_girl_808s_heartbreak,Digital Girl,808s & Heartbreak,2008,True
everybody_808s_heartbreak,Everybody,808s & Heartbreak,2008,True
everyone_nose_remix_808s_heartbreak,Everyone Nose (Remix),808s & Heartbreak,2008,True
finer_things_808s_heartbreak,Finer Things,808s & Heartbreak,2008,True
go_hard_808s_heartbreak,Go Hard,808s & Heartbreak,2008,True
i_still_love_h_e_r_808s_heartbreak,I Still Love H.E.R.,808s & Heartbreak,2008,True
it_s_over_808s_heartbreak,It's Over,808s & Heartbreak,2008,True
paranoid_808s_heartbreak,Paranoid,808s & Heartbreak,2008,True
punch_drunk_love_808s_heartbreak,Punch Drunk Love,808s & Heartbreak,2008,True
see_you_in_my_nightmares_808s_heartbreak,See You in My Nightmares,808s & Heartbreak,2008,True
welcome_to_heartbreak_808s_heartbreak,Welcome to Heartbreak,808s & Heartbreak,2008,True
lollipop_remix_808s_heartbreak,Lollipop (Remix),808s & Heartbreak,2008,True
put_on_808s_heartbreak,Put On,808s & Heartbreak,2008,True
swagga_like_us_808s_heartbreak,Swagga Like Us,808s & Heartbreak,2008,True
coldest_winter_808s_heartbreak,Coldest Winter,808s & Heartbreak,2008,True
heartless_808s_heartbreak,Heartless,808s & Heartbreak,2008,True
love_lockdown_808s_heartbreak,Love Lockdown,808s & Heartbreak,2008,True
pinocchio_story_808s_heartbreak,Pinocchio Story,808s & Heartbreak,2008,True
robocop_808s_heartbreak,RoboCop,808s & Heartbreak,2008,True
say_you_will_808s_heartbreak,Say You Will,808s & Heartbreak,2008,True
street_lights_808s_heartbreak,Street Lights,808s & Heartbreak,2008,True
american_boy_post_808s_feature_run,American Boy,Post-808s feature run,2008,True
knock_you_down_post_808s_feature_run,Knock You Down,Post-808s feature run,2009,True
mama_s_boyfriend_post_808s_feature_run,Mama's Boyfriend,Post-808s feature run,2009,False
alright_post_808s_feature_run,Alright,Post-808s feature run,2009,True
anyone_but_him_post_808s_feature_run,Anyone But Him,Post-808s feature run,2009,True
ayyy_girl_post_808s_feature_run,Ayyy Girl,Post-808s feature run,2009,True
digital_girl_remix_post_808s_feature_run,Digital Girl (Remix),Post-808s feature run,2009,True
ego_remix_post_808s_feature_run,Ego (Remix),Post-808s feature run,2009,True
gifted_post_808s_feature_run,Gifted,Post-808s feature run,2009,True
hate_post_808s_feature_run,Hate,Post-808s feature run,2009,True
maybach_music_2_post_808s_feature_run,Maybach Music 2,Post-808s feature run,2009,True
sailing_not_selling_post_808s_feature_run,Sailing NOT Selling,Post-808s feature run,2009,True
the_big_screen_post_808s_feature_run,The Big Screen,Post-808s feature run,2009,True
whatever_u_want_post_808s_feature_run,Whatever U Want,Post-808s feature run,2009,True
run_this_town_post_808s_feature_run,Run This Town,Post-808s feature run,2009,True
forever_post_808s_feature_run,Forever,Post-808s feature run,2009,True
make_her_say_post_808s_feature_run,Make Her Say,Post-808s feature run,2009,True
alors_on_danse_remix_g_o_o_d_fridays_mbdtf,Alors on Danse (Remix),G.O.O.D. Fridays + MBDTF,2010,True
blame_game_g_o_o_d_fridays_mbdtf,Blame Game,G.O.O.D. Fridays + MBDTF,2010,True
blazin_g_o_o_d_fridays_mbdtf,Blazin',G.O.O.D. Fridays + MBDTF,2010,True
deuces_remix_g_o_o_d_fridays_mbdtf,Deuces (Remix),G.O.O.D. Fridays + MBDTF,2010,True
devil_in_a_new_dress_g_o_o_d_fridays_mbdtf,Devil in a New Dress,G.O.O.D. Fridays + MBDTF,2010,True
erase_me_g_o_o_d_fridays_mbdtf,Erase Me,G.O.O.D. Fridays + MBDTF,2010,True
gorgeous_g_o_o_d_fridays_mbdtf,Gorgeous,G.O.O.D. Fridays + MBDTF,2010,True
live_fast_die_young_g_o_o_d_fridays_mbdtf,"Live Fast, Die Young",G.O.O.D. Fridays + MBDTF,2010,True
lost_in_the_world_g_o_o_d_fridays_mbdtf,Lost in the World,G.O.O.D. Fridays + MBDTF,2010,True
power_g_o_o_d_fridays_mbdtf,Power,G.O.O.D. Fridays + MBDTF,2010,True
runaway_g_o_o_d_fridays_mbdtf,Runaway,G.O.O.D. Fridays + MBDTF,2010,True
start_it_up_g_o_o_d_fridays_mbdtf,Start It Up,G.O.O.D. Fridays + MBDTF,2010,True
all_of_the_lights_g_o_o_d_fridays_mbdtf,All of the Lights,G.O.O.D. Fridays + MBDTF,2010,True
dark_fantasy_g_o_o_d_fridays_mbdtf,Dark Fantasy,G.O.O.D. Fridays + MBDTF,2010,True
hell_of_a_life_g_o_o_d_fridays_mbdtf,Hell of a Life,G.O.O.D. Fridays + MBDTF,2010,True
monster_g_o_o_d_fridays_mbdtf,Monster,G.O.O.D. Fridays + MBDTF,2010,True
so_appalled_g_o_o_d_fridays_mbdtf,So Appalled,G.O.O.D. Fridays + MBDTF,2010,True
who_will_survive_in_america_g_o_o_d_fridays_mbdtf,Who Will Survive in America,G.O.O.D. Fridays + MBDTF,2010,True
e_t_remix_watch_the_throne,E.T. (Remix),Watch the Throne,2011,True
eyez_closed_watch_the_throne,Eyez Closed,Watch the Throne,2011,True
lift_off_watch_the_throne,Lift Off,Watch the Throne,2011,True
made_in_america_watch_the_throne,Made in America,Watch the Throne,2011,True
marvin_chardonnay_watch_the_throne,Marvin & Chardonnay,Watch the Throne,2011,True
no_church_in_the_wild_watch_the_throne,No Church in the Wild,Watch the Throne,2011,True
same_time_watch_the_throne,Same Time,Watch the Throne,2011,True
sing_a_song_watch_the_throne,Sing a Song,Watch the Throne,2011,True
the_joy_watch_the_throne,The Joy,Watch the Throne,2011,True
touch_it_watch_the_throne,Touch It,Watch the Throne,2011,True
why_i_love_you_watch_the_throne,Why I Love You,Watch the Throne,2011,True
gotta_have_it_watch_the_throne,Gotta Have It,Watch the Throne,2011,True
illest_motherfucker_alive_watch_the_throne,Illest Motherfucker Alive,Watch the Throne,2011,True
murder_to_excellence_watch_the_throne,Murder to Excellence,Watch the Throne,2011,True
new_day_watch_the_throne,New Day,Watch the Throne,2011,True
niggas_in_paris_watch_the_throne,Niggas in Paris,Watch the Throne,2011,True
otis_watch_the_throne,Otis,Watch the Throne,2011,True
primetime_watch_the_throne,Primetime,Watch the Throne,2011,True
that_s_my_bitch_watch_the_throne,That's My Bitch,Watch the Throne,2011,True
who_gon_stop_me_watch_the_throne,Who Gon Stop Me,Watch the Throne,2011,True
theraflu_cruel_summer_yeezus_build_up,Theraflu/Way Too Cold,Cruel Summer + Yeezus build-up,2012,True
amen_cruel_summer_yeezus_build_up,Amen,Cruel Summer + Yeezus build-up,2012,True
awesome_cruel_summer_yeezus_build_up,Awesome,Cruel Summer + Yeezus build-up,2012,False
i_wish_you_would_cruel_summer_yeezus_build_up,I Wish You Would,Cruel Summer + Yeezus build-up,2012,True
the_one_cruel_summer_yeezus_build_up,The One,Cruel Summer + Yeezus build-up,2012,True
to_the_world_cruel_summer_yeezus_build_up,To the World,Cruel Summer + Yeezus build-up,2012,True
birthday_song_cruel_summer_yeezus_build_up,Birthday Song,Cruel Summer + Yeezus build-up,2012,True
bliss_cruel_summer_yeezus_build_up,Bliss,Cruel Summer + Yeezus build-up,2012,True
clique_cruel_summer_yeezus_build_up,Clique,Cruel Summer + Yeezus build-up,2012,True
cold_cruel_summer_yeezus_build_up,Cold,Cruel Summer + Yeezus build-up,2012,True
creepers_cruel_summer_yeezus_build_up,Creepers,Cruel Summer + Yeezus build-up,2012,True
i_don_t_like_remix_cruel_summer_yeezus_build_up,I Don't Like (Remix),Cruel Summer + Yeezus build-up,2012,True
mercy_cruel_summer_yeezus_build_up,Mercy,Cruel Summer + Yeezus build-up,2012,True
sin_city_cruel_summer_yeezus_build_up,Sin City,Cruel Summer + Yeezus build-up,2012,True
the_morning_cruel_summer_yeezus_build_up,The Morning,Cruel Summer + Yeezus build-up,2012,True
way_too_cold_cruel_summer_yeezus_build_up,Way Too Cold,Cruel Summer + Yeezus build-up,2012,True
white_dress_cruel_summer_yeezus_build_up,White Dress,Cruel Summer + Yeezus build-up,2012,True
facts_yeezus,')] Facts,Yeezus,2013,True
after_you_yeezus,After You,Yeezus,2013,False
black_skinhead_yeezus,Black Skinhead,Yeezus,2013,True
blood_on_the_leaves_yeezus,Blood on the Leaves,Yeezus,2013,True
fml_yeezus,FML,Yeezus,2013,True
on_sight_yeezus,On Sight,Yeezus,2013,True
piss_on_your_grave_yeezus,Piss On Your Grave,Yeezus,2013,True
bound_2_yeezus,Bound 2,Yeezus,2013,True
can_t_stop_yeezus,Can't Stop,Yeezus,2013,True
drunk_in_love_remix_yeezus,Drunk in Love (Remix),Yeezus,2013,True
guilt_trip_yeezus,Guilt Trip,Yeezus,2013,True
hold_my_liquor_yeezus,Hold My Liquor,Yeezus,2013,True
i_am_a_god_yeezus,I Am a God,Yeezus,2013,True
i_won_yeezus,I Won,Yeezus,2013,True
i_m_in_it_yeezus,I'm In It,Yeezus,2013,True
jukebox_joints_yeezus,Jukebox Joints,Yeezus,2013,True
m_p_a_yeezus,M.P.A.,Yeezus,2013,True
mula_yeezus,Mula,Yeezus,2013,True
new_slaves_yeezus,New Slaves,Yeezus,2013,True
one_man_can_change_the_world_yeezus,One Man Can Change the World,Yeezus,2013,True
sanctified_yeezus,Sanctified,Yeezus,2013,True
send_it_up_yeezus,Send It Up,Yeezus,2013,True
thank_you_yeezus,Thank You,Yeezus,2013,True
u_mad_yeezus,U Mad,Yeezus,2013,True
sanctified_the_life_of_pablo,Sanctified,The Life of Pablo,2014,True
only_one_the_life_of_pablo,Only One,The Life of Pablo,2014,True
fourfiveseconds_the_life_of_pablo,FourFiveSeconds,The Life of Pablo,2015,True
all_day_the_life_of_pablo,All Day,The Life of Pablo,2015,True
30_hours_the_life_of_pablo,30 Hours,The Life of Pablo,2016,True
facts_charlie_heat_version_the_life_of_pablo,Facts (Charlie Heat Version),The Life of Pablo,2016,True
feedback_the_life_of_pablo,Feedback,The Life of Pablo,2016,True
i_love_kanye_the_life_of_pablo,I Love Kanye,The Life of Pablo,2016,True
low_lights_the_life_of_pablo,Low Lights,The Life of Pablo,2016,True
no_more_parties_in_la_the_life_of_pablo,No More Parties in LA,The Life of Pablo,2016,True
all_we_got_the_life_of_pablo,All We Got,The Life of Pablo,2016,True
castro_the_life_of_pablo,Castro,The Life of Pablo,2016,True
fade_the_life_of_pablo,Fade,The Life of Pablo,2016,True
famous_the_life_of_pablo,Famous,The Life of Pablo,2016,True
father_stretch_my_hands_pt_1_the_life_of_pablo,Father Stretch My Hands Pt. 1,The Life of Pablo,2016,True
freestyle_4_the_life_of_pablo,Freestyle 4,The Life of Pablo,2016,True
highlights_the_life_of_pablo,Highlights,The Life of Pablo,2016,True
pt_2_the_life_of_pablo,Pt. 2,The Life of Pablo,2016,True
pussy_print_the_life_of_pablo,Pussy Print,The Life of Pablo,2016,True
real_friends_the_life_of_pablo,Real Friends,The Life of Pablo,2016,True
saint_pablo_the_life_of_pablo,Saint Pablo,The Life of Pablo,2016,True
that_part_the_life_of_pablo,THat Part,The Life of Pablo,2016,True
tiimmy_turner_remix_the_life_of_pablo,Tiimmy Turner (Remix),The Life of Pablo,2016,True
ultralight_beam_the_life_of_pablo,Ultralight Beam,The Life of Pablo,2016,True
waves_the_life_of_pablo,Waves,The Life of Pablo,2016,True
wolves_the_life_of_pablo,Wolves,The Life of Pablo,2016,True
ye_vs_the_people_the_life_of_pablo,Ye vs. the People,The Life of Pablo,2018,True
dat_side_quiet_year,Dat Side,Quiet year,2017,False
feel_me_quiet_year,Feel Me,Quiet year,2017,False
glow_quiet_year,Glow,Quiet year,2017,False
love_yourself_quiet_year,Love Yourself,Quiet year,2017,False
brothers_wyoming_sessions_ye_ksg,Brothers,Wyoming Sessions (ye / KSG),2018,True
everything_wyoming_sessions_ye_ksg,Everything,Wyoming Sessions (ye / KSG),2018,True
i_thought_about_killing_you_wyoming_sessions_ye_ksg,I Thought About Killing You,Wyoming Sessions (ye / KSG),2018,True
lift_yourself_wyoming_sessions_ye_ksg,Lift Yourself,Wyoming Sessions (ye / KSG),2018,True
no_mistakes_wyoming_sessions_ye_ksg,No Mistakes,Wyoming Sessions (ye / KSG),2018,True
the_storm_xxx_wyoming_sessions_ye_ksg,The Storm/XXX,Wyoming Sessions (ye / KSG),2018,False
violent_crimes_wyoming_sessions_ye_ksg,Violent Crimes,Wyoming Sessions (ye / KSG),2018,True
we_got_love_wyoming_sessions_ye_ksg,We Got Love,Wyoming Sessions (ye / KSG),2018,False
xtcy_wyoming_sessions_ye_ksg,XTCY,Wyoming Sessions (ye / KSG),2018,True
yikes_wyoming_sessions_ye_ksg,Yikes,Wyoming Sessions (ye / KSG),2018,True
4th_dimension_wyoming_sessions_ye_ksg,4th Dimension,Wyoming Sessions (ye / KSG),2018,True
cudi_montage_wyoming_sessions_ye_ksg,Cudi Montage,Wyoming Sessions (ye / KSG),2018,True
fire_wyoming_sessions_ye_ksg,Fire,Wyoming Sessions (ye / KSG),2018,True
reborn_wyoming_sessions_ye_ksg,Reborn,Wyoming Sessions (ye / KSG),2018,True
feel_the_love_wyoming_sessions_ye_ksg,Feel the Love,Wyoming Sessions (ye / KSG),2018,True
freeee_ghost_town_pt_2_wyoming_sessions_ye_ksg,Freeee (Ghost Town Pt. 2),Wyoming Sessions (ye / KSG),2018,True
ghost_town_wyoming_sessions_ye_ksg,Ghost Town,Wyoming Sessions (ye / KSG),2018,True
kanga_wyoming_sessions_ye_ksg,KANGA,Wyoming Sessions (ye / KSG),2018,True
kids_see_ghosts_wyoming_sessions_ye_ksg,Kids See Ghosts,Wyoming Sessions (ye / KSG),2018,True
law_of_attraction_wyoming_sessions_ye_ksg,Law of Attraction,Wyoming Sessions (ye / KSG),2018,False
new_body_wyoming_sessions_ye_ksg,New Body,Wyoming Sessions (ye / KSG),2018,False
one_minute_wyoming_sessions_ye_ksg,One Minute,Wyoming Sessions (ye / KSG),2018,True
watch_wyoming_sessions_ye_ksg,Watch,Wyoming Sessions (ye / KSG),2018,True
wouldn_t_leave_wyoming_sessions_ye_ksg,Wouldn't Leave,Wyoming Sessions (ye / KSG),2018,True
i_love_it_wyoming_sessions_ye_ksg,I Love It,Wyoming Sessions (ye / KSG),2018,True
everything_we_need_jesus_is_king,Everything We Need,Jesus Is King,2019,True
hands_on_jesus_is_king,Hands On,Jesus Is King,2019,True
use_this_gospel_jesus_is_king,Use This Gospel,Jesus Is King,2019,True
water_jesus_is_king,Water,Jesus Is King,2019,True
closed_on_sunday_jesus_is_king,Closed on Sunday,Jesus Is King,2019,True
every_hour_jesus_is_king,Every Hour,Jesus Is King,2019,True
follow_god_jesus_is_king,Follow God,Jesus Is King,2019,True
glory_jesus_is_king,Glory,Jesus Is King,2019,False
god_is_jesus_is_king,God Is,Jesus Is King,2019,True
jesus_is_lord_jesus_is_king,Jesus Is Lord,Jesus Is King,2019,True
nah_nah_nah_jesus_is_king,Nah Nah Nah,Jesus Is King,2019,False
selah_jesus_is_king,Selah,Jesus Is King,2019,True
go2damoon_donda,Go2DaMoon,Donda,2020,False
donda_donda,Donda,Donda,2021,True
god_breathed_donda,God Breathed,Donda,2021,True
hurricane_donda,Hurricane,Donda,2021,True
jail_donda,Jail,Donda,2021,True
jail_pt_2_donda,Jail Pt. 2,Donda,2021,True
jesus_lord_donda,Jesus Lord,Donda,2021,True
jesus_lord_pt_2_donda,Jesus Lord Pt. 2,Donda,2021,True
jonah_donda,Jonah,Donda,2021,True
junya_donda,Junya,Donda,2021,True
junya_pt_2_donda,Junya Pt. 2,Donda,2021,True
keep_my_spirit_alive_pt_2_donda,Keep My Spirit Alive Pt. 2,Donda,2021,True
life_of_the_party_donda,Life of the Party,Donda,2021,True
no_child_left_behind_donda,No Child Left Behind,Donda,2021,True
off_the_grid_donda,Off the Grid,Donda,2021,True
ok_ok_donda,Ok Ok,Donda,2021,True
ok_ok_pt_2_donda,Ok Ok Pt. 2,Donda,2021,True
praise_god_donda,Praise God,Donda,2021,True
pure_souls_donda,Pure Souls,Donda,2021,True
remote_control_donda,Remote Control,Donda,2021,True
remote_control_pt_2_donda,Remote Control Pt. 2,Donda,2021,True
24_donda,24,Donda,2021,True
believe_what_i_say_donda,Believe What I Say,Donda,2021,True
come_to_life_donda,Come to Life,Donda,2021,True
donda_chant_donda,Donda Chant,Donda,2021,True
heaven_and_hell_donda,Heaven and Hell,Donda,2021,True
lord_i_need_you_donda,Lord I Need You,Donda,2021,True
moon_donda,Moon,Donda,2021,True
new_again_donda,New Again,Donda,2021,True
tell_the_vision_donda,Tell the Vision,Donda,2021,True
never_abandon_your_family_donda,Never Abandon Your Family,Donda,2021,True
up_from_the_ashes_donda,Up From the Ashes,Donda,2021,True
city_of_gods_donda_2,City of Gods,Donda 2,2022,True
flowers_donda_2,Flowers,Donda 2,2022,True
get_lost_donda_2,Get Lost,Donda 2,2022,True
happy_donda_2,Happy,Donda 2,2022,True
life_donda_2,Life,Donda 2,2022,True
link_up_donda_2,Link Up,Donda 2,2022,True
my_life_was_never_eazy_donda_2,My Life Was Never Eazy,Donda 2,2022,True
possessions_donda_2,Possessions,Donda 2,2022,True
rock_n_roll_donda_2,Rock N Roll,Donda 2,2022,False
sci_fi_donda_2,Sci Fi,Donda 2,2022,True
security_donda_2,Security,Donda 2,2022,True
too_easy_donda_2,Too Easy,Donda 2,2022,True
we_made_it_donda_2,We Made It,Donda 2,2022,True
broken_road_donda_2,Broken Road,Donda 2,2022,True
daylight_donda_2,Daylight,Donda 2,2022,True
first_time_in_a_long_time_donda_2,First Time in a Long Time,Donda 2,2022,True
fortunate_donda_2,Fortunate,Donda 2,2022,True
louie_bags_donda_2,Louie Bags,Donda 2,2022,True
mr_miyagi_donda_2,Mr. Miyagi,Donda 2,2022,False
pablo_donda_2,Pablo,Donda 2,2022,True
selfish_donda_2,Selfish,Donda 2,2022,True
true_love_donda_2,True Love,Donda 2,2022,True
we_did_it_kid_donda_2,We Did It Kid,Donda 2,2022,True
back_to_me_vultures_1_vultures_2,BACK TO ME,Vultures 1 + Vultures 2,2024,True
burn_vultures_1_vultures_2,Burn,Vultures 1 + Vultures 2,2024,True
carnival_vultures_1_vultures_2,Carnival,Vultures 1 + Vultures 2,2024,True
forever_vultures_1_vultures_2,FOREVER,Vultures 1 + Vultures 2,2024,True
good_don_t_die_vultures_1_vultures_2,Good (Don't Die),Vultures 1 + Vultures 2,2024,True
keys_to_my_life_vultures_1_vultures_2,Keys to My Life,Vultures 1 + Vultures 2,2024,True
king_vultures_1_vultures_2,King,Vultures 1 + Vultures 2,2024,True
paid_vultures_1_vultures_2,Paid,Vultures 1 + Vultures 2,2024,True
problematic_vultures_1_vultures_2,Problematic,Vultures 1 + Vultures 2,2024,True
stars_vultures_1_vultures_2,Stars,Vultures 1 + Vultures 2,2024,True
talking_vultures_1_vultures_2,Talking,Vultures 1 + Vultures 2,2024,True
vultures_vultures_1_vultures_2,Vultures,Vultures 1 + Vultures 2,2024,True
beg_forgiveness_vultures_1_vultures_2,BEG FORGIVENESS,Vultures 1 + Vultures 2,2024,True
dead_vultures_1_vultures_2,DEAD,Vultures 1 + Vultures 2,2024,True
do_it_vultures_1_vultures_2,DO IT,Vultures 1 + Vultures 2,2024,True
field_trip_vultures_1_vultures_2,FIELD TRIP,Vultures 1 + Vultures 2,2024,True
forever_rolling_vultures_1_vultures_2,FOREVER ROLLING,Vultures 1 + Vultures 2,2024,True
fuk_sumn_vultures_1_vultures_2,FUK SUMN,Vultures 1 + Vultures 2,2024,True
gun_to_my_head_vultures_1_vultures_2,Gun to My Head,Vultures 1 + Vultures 2,2024,False
hoodrat_vultures_1_vultures_2,HOODRAT,Vultures 1 + Vultures 2,2024,True
lifestyle_vultures_1_vultures_2,LIFESTYLE,Vultures 1 + Vultures 2,2024,True
my_soul_vultures_1_vultures_2,MY SOUL,Vultures 1 + Vultures 2,2024,True
no_apologies_vultures_1_vultures_2,No Apologies,Vultures 1 + Vultures 2,2024,True
no_bad_news_vultures_1_vultures_2,No Bad News,Vultures 1 + Vultures 2,2024,True
no_face_vultures_1_vultures_2,No Face,Vultures 1 + Vultures 2,2024,True
paperwork_vultures_1_vultures_2,PAPERWORK,Vultures 1 + Vultures 2,2024,True
promotion_vultures_1_vultures_2,PROMOTION,Vultures 1 + Vultures 2,2024,True
plain_jane_vultures_1_vultures_2,Plain Jane,Vultures 1 + Vultures 2,2024,True
river_vultures_1_vultures_2,RIVER,Vultures 1 + Vultures 2,2024,True
sky_city_vultures_1_vultures_2,SKY CITY,Vultures 1 + Vultures 2,2024,True
trinity_205_vultures_1_vultures_2,Trinity 205,Vultures 1 + Vultures 2,2024,True
where_they_at_vultures_1_vultures_2,Where They At,Vultures 1 + Vultures 2,2024,True
act_iii_on_god_remix_vultures_1_vultures_2,act iii: on god? (Remix),Vultures 1 + Vultures 2,2024,True
530_vultures_1_vultures_2,530,Vultures 1 + Vultures 2,2024,True
fried_vultures_1_vultures_2,Fried,Vultures 1 + Vultures 2,2024,True
husband_vultures_1_vultures_2,Husband,Vultures 1 + Vultures 2,2024,True
maybe_vultures_1_vultures_2,Maybe,Vultures 1 + Vultures 2,2024,True
slide_vultures_1_vultures_2,Slide,Vultures 1 + Vultures 2,2024,True
time_moving_slow_vultures_1_vultures_2,Time Moving Slow,Vultures 1 + Vultures 2,2024,True
beauty_and_the_beast_bully_build_up_cuck_iapw_controversy,Beauty and the Beast,Bully build-up + Cuck/IAPW controversy,2025,True
god_s_in_control_bully_build_up_cuck_iapw_controversy,God's in Control,Bully build-up + Cuck/IAPW controversy,2025,False
i_can_t_wait_bully_build_up_cuck_iapw_controversy,I Can't Wait,Bully build-up + Cuck/IAPW controversy,2025,True
