track_id,track_title,era_clean,era_rank,year,release_date_clean,line_index,line_text,vader_compound,vader_pos,vader_neu,vader_neg,roberta_label,roberta_pos,roberta_neu,roberta_neg,emotion_label,emotion_joy,emotion_anger,emotion_sadness,emotion_fear,emotion_disgust,emotion_surprise,emotion_neutral,entities,entity_count,persons_named
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,16,Strippers named Cinnamon,0.0,0.0,1.0,0.0,neutral,0.233,0.7135,0.0535,neutral,0.1087,0.0137,0.1261,0.0045,0.0044,0.1266,0.6159,"[[""Cinnamon"", ""PERSON""]]",1,"[""Cinnamon""]"
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,17,More chips than Pentium,0.0,0.0,1.0,0.0,neutral,0.2873,0.6829,0.0297,neutral,0.0577,0.0076,0.0279,0.0018,0.0025,0.1376,0.7649,"[[""Pentium"", ""ORG""]]",1,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,18,What'cha gon' buy next? Whatever new trend it is,0.0,0.0,1.0,0.0,neutral,0.0628,0.8609,0.0763,neutral,0.0877,0.0881,0.0275,0.0144,0.039,0.1205,0.6227,"[[""What'cha"", ""PRODUCT""]]",1,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,19,I'm tryin' to spend my stacks,0.0,0.0,1.0,0.0,neutral,0.3198,0.6315,0.0487,neutral,0.3347,0.0614,0.1072,0.0132,0.0313,0.0543,0.398,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,20,"And I'm so broke I look back like ""Damn, was I on crack?""",-0.5881,0.133,0.531,0.336,negative,0.0107,0.0827,0.9065,surprise,0.0054,0.2131,0.1594,0.0676,0.2155,0.2537,0.0854,"[[""Damn"", ""PRODUCT""]]",1,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,21,"I mean two platinum chains, was I on that?",0.0,0.0,1.0,0.0,neutral,0.1347,0.8451,0.0203,surprise,0.0037,0.0216,0.0037,0.0056,0.0402,0.781,0.1442,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,22,What the hell was wrong with me dog?,-0.8271,0.0,0.438,0.562,negative,0.0054,0.0453,0.9493,anger,0.0049,0.7119,0.0258,0.0186,0.0904,0.1313,0.0172,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,23,Sing along with me y'all,0.0,0.0,1.0,0.0,neutral,0.411,0.5612,0.0278,neutral,0.249,0.0578,0.1,0.0108,0.0145,0.0484,0.5196,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,24,New York City here! New York City here!,0.0,0.0,1.0,0.0,positive,0.8287,0.1671,0.0042,joy,0.5116,0.0182,0.0116,0.0031,0.0021,0.3552,0.0982,"[[""New York City"", ""GPE""], [""New York City"", ""GPE""]]",2,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,25,New York City here! New York City here!,0.0,0.0,1.0,0.0,positive,0.8287,0.1671,0.0042,joy,0.5116,0.0182,0.0116,0.0031,0.0021,0.3552,0.0982,"[[""New York City"", ""GPE""], [""New York City"", ""GPE""]]",2,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,26,"It's like, guess who's",0.3612,0.455,0.545,0.0,neutral,0.1298,0.8213,0.0488,neutral,0.0125,0.0252,0.006,0.004,0.015,0.099,0.8382,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,27,bizzack,0.0,0.0,1.0,0.0,neutral,0.2958,0.5566,0.1476,neutral,0.0366,0.0084,0.033,0.0028,0.0021,0.2101,0.707,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,28,", back on the track with the blow",0.0,0.0,1.0,0.0,neutral,0.2042,0.7652,0.0306,surprise,0.0072,0.0627,0.2498,0.0175,0.0083,0.4484,0.2061,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,29,"Kanye to-the, representing his gold",0.0,0.0,1.0,0.0,neutral,0.3893,0.6014,0.0093,neutral,0.1566,0.0081,0.0307,0.0025,0.0062,0.039,0.7567,"[[""Kanye"", ""PERSON""]]",1,"[""Kanye""]"
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,30,"Guess who's come back, better than I supposed",0.4404,0.293,0.707,0.0,positive,0.8759,0.111,0.0131,surprise,0.0436,0.0265,0.0155,0.003,0.0128,0.7904,0.1082,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,31,"Heard that beat, shit it's all I know",-0.5574,0.0,0.66,0.34,negative,0.1241,0.3461,0.5298,disgust,0.0027,0.2772,0.0102,0.0129,0.6558,0.0233,0.0178,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,32,"Guess who's bizzack, live from the Plaza",0.0,0.0,1.0,0.0,neutral,0.1233,0.691,0.1858,surprise,0.1306,0.0262,0.0199,0.0029,0.0247,0.5273,0.2684,"[[""the Plaza"", ""LOC""]]",1,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,33,The Roc' is definitely in the building,0.4019,0.31,0.69,0.0,neutral,0.2407,0.7206,0.0387,neutral,0.0326,0.006,0.009,0.0061,0.0056,0.107,0.8337,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,34,"Back on the track, yeah, yeah, yeah",0.6808,0.623,0.377,0.0,positive,0.7584,0.2358,0.0058,neutral,0.0376,0.0307,0.0745,0.0366,0.158,0.0124,0.6502,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,35,"I say guess who's bizzack, Kweli, Kanye, and Mos",0.0,0.0,1.0,0.0,neutral,0.1229,0.8397,0.0375,neutral,0.1458,0.0403,0.0261,0.0039,0.0214,0.1577,0.6047,"[[""Kweli"", ""PERSON""], [""Kanye"", ""PERSON""], [""Mos"", ""ORG""]]",3,"[""Kweli"", ""Kanye""]"
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,36,Punk niggas getting way too close,-0.34,0.0,0.676,0.324,neutral,0.0559,0.4846,0.4594,disgust,0.0028,0.0459,0.0153,0.0062,0.9081,0.0025,0.0192,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,37,Broadway doing them all day,0.0,0.0,1.0,0.0,neutral,0.1714,0.8068,0.0218,neutral,0.0427,0.0258,0.0602,0.0057,0.0068,0.1511,0.7078,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,38,Niggas  but don't take it the wrong way,-0.705,0.0,0.506,0.494,neutral,0.0474,0.4962,0.4563,sadness,0.0902,0.1059,0.3862,0.0277,0.0104,0.0275,0.3522,"[[""Niggas"", ""GPE""]]",1,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,39,"Doing Iving Plaza, causing disaster",-0.6249,0.0,0.494,0.506,negative,0.0132,0.1572,0.8296,sadness,0.0045,0.1349,0.3737,0.3353,0.0625,0.0208,0.0683,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,40,You bring the time but we bring the prescription,0.0,0.0,1.0,0.0,neutral,0.103,0.8301,0.0669,neutral,0.0096,0.0098,0.0214,0.0047,0.0082,0.0394,0.9069,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,41,Pick up your ears so you all could listen,0.0,0.0,1.0,0.0,neutral,0.322,0.6568,0.0212,neutral,0.0056,0.0074,0.0155,0.0019,0.008,0.0362,0.9255,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,42,I be killin' these niggas on this lyrical shit,-0.7184,0.0,0.538,0.462,negative,0.0767,0.2361,0.6872,anger,0.0057,0.6286,0.0176,0.0288,0.2897,0.0058,0.0238,[],0,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,43,"Mayonnaise colored Benz, I push miracle whips",0.5859,0.388,0.612,0.0,neutral,0.3166,0.6446,0.0387,surprise,0.0267,0.0053,0.0137,0.0173,0.0035,0.5874,0.3461,"[[""Benz"", ""PERSON""]]",1,"[""Benz""]"
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,44,"And since takeover, it seems like the whole hood want to get a Jimmie Jones makeover",0.4215,0.213,0.787,0.0,neutral,0.2183,0.6467,0.135,neutral,0.0094,0.0191,0.0098,0.0028,0.012,0.0384,0.9085,"[[""Jimmie Jones"", ""PERSON""]]",1,"[""Jimmie Jones""]"
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,45,Niggas forcing me to keep the heater,-0.34,0.0,0.714,0.286,negative,0.0241,0.3805,0.5954,anger,0.0037,0.4881,0.0727,0.0037,0.3944,0.0037,0.0338,"[[""Niggas"", ""GPE""]]",1,[]
live_from_irving_plaza_pre_dropout_era,Live from Irving Plaza,Pre-Dropout era,0,2003,2003-01-01,46,"Black strap, white handle, I got Jungle Fever",0.0,0.0,1.0,0.0,neutral,0.1389,0.8001,0.061,neutral,0.0152,0.0076,0.0126,0.0018,0.0055,0.0546,0.9027,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,0,"Oh, when it all, it all falls down",0.0,0.0,1.0,0.0,negative,0.1292,0.3707,0.5,surprise,0.0061,0.0502,0.098,0.019,0.0832,0.701,0.0426,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,1,"Yeah, this the real one, baby",0.296,0.306,0.694,0.0,positive,0.7468,0.2349,0.0183,neutral,0.0152,0.015,0.0151,0.0044,0.018,0.0947,0.8376,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,2,"I'm tellin' you all, it all falls down",0.0,0.0,1.0,0.0,neutral,0.1914,0.6096,0.1991,neutral,0.0405,0.1337,0.1238,0.0318,0.1333,0.1336,0.4033,"[[""tellin"", ""PERSON""]]",1,"[""tellin""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,3,"Uh, Chi-Town, stand up",0.0,0.0,1.0,0.0,neutral,0.125,0.7993,0.0757,neutral,0.0106,0.0372,0.0174,0.1391,0.055,0.0098,0.7309,"[[""Chi-Town"", ""PERSON""]]",1,"[""Chi-Town""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,4,"Oh, when it all, it all falls down",0.0,0.0,1.0,0.0,negative,0.1292,0.3707,0.5,surprise,0.0061,0.0502,0.098,0.019,0.0832,0.701,0.0426,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,5,"Southside, Southside, we gon' set this party off right",0.481,0.281,0.719,0.0,positive,0.5408,0.4515,0.0077,neutral,0.3213,0.0442,0.0331,0.0103,0.0216,0.052,0.5174,"[[""Southside"", ""PERSON""]]",1,"[""Southside""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,6,"I'm tellin' you all, it all falls down",0.0,0.0,1.0,0.0,neutral,0.1914,0.6096,0.1991,neutral,0.0405,0.1337,0.1238,0.0318,0.1333,0.1336,0.4033,"[[""tellin"", ""PERSON""]]",1,"[""tellin""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,7,"Westside, Westside, we gon' set this party off right",0.481,0.281,0.719,0.0,positive,0.518,0.476,0.006,neutral,0.3707,0.0383,0.0283,0.0085,0.0182,0.0513,0.4847,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,8,"Oh, when it all",0.0,0.0,1.0,0.0,neutral,0.3944,0.5787,0.0269,neutral,0.0143,0.1277,0.0748,0.1337,0.2566,0.1325,0.2605,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,9,"Man, I promise, she's so self-conscious",0.3182,0.315,0.685,0.0,negative,0.0353,0.1662,0.7985,disgust,0.0038,0.0189,0.0293,0.0161,0.5998,0.0783,0.2538,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,10,She has no idea what she doin' in college,-0.296,0.0,0.784,0.216,negative,0.038,0.3857,0.5763,surprise,0.0089,0.0516,0.0207,0.0179,0.044,0.8228,0.0341,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,11,That major that she majored in don't make no money,0.2235,0.173,0.827,0.0,negative,0.0281,0.253,0.7189,neutral,0.0038,0.0244,0.1434,0.0095,0.0632,0.0192,0.7364,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,12,"But she won't drop out, her parents'll look at her funny",0.7245,0.403,0.597,0.0,neutral,0.4542,0.4672,0.0786,joy,0.4133,0.0727,0.0384,0.0091,0.0518,0.1,0.3147,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,13,"Now, tell me that ain't insecurr",0.0,0.0,1.0,0.0,negative,0.0756,0.3639,0.5606,anger,0.0129,0.3661,0.0417,0.0284,0.2145,0.0066,0.3297,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,14,The concept of school seems so securr,0.0,0.0,1.0,0.0,negative,0.0252,0.402,0.5728,disgust,0.0569,0.0733,0.0473,0.0823,0.4537,0.028,0.2584,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,15,"Sophomore, three yurrs, ain't picked a carurr",0.0,0.0,1.0,0.0,neutral,0.062,0.735,0.2031,neutral,0.0071,0.0173,0.0978,0.009,0.0924,0.0505,0.7259,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,16,"She like, ""Fuck it, I'll just stay down hurr and do hair""",-0.25,0.156,0.625,0.219,neutral,0.0902,0.507,0.4028,anger,0.002,0.8014,0.0052,0.0087,0.1641,0.0031,0.0155,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,17,'Cause that's enough money to buy her a few pairs,0.0,0.0,1.0,0.0,neutral,0.4407,0.5234,0.0358,neutral,0.4453,0.0294,0.0251,0.0026,0.0141,0.035,0.4484,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,18,"Of new Airs, 'cause her baby daddy don't really care",-0.43,0.0,0.76,0.24,neutral,0.0881,0.4917,0.4203,disgust,0.0133,0.1806,0.1591,0.009,0.3623,0.0777,0.198,"[[""Airs"", ""PERSON""]]",1,"[""Airs""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,19,She's so precious with the peer pressure,0.4201,0.357,0.447,0.197,positive,0.8928,0.0842,0.023,neutral,0.0119,0.0313,0.015,0.0084,0.0127,0.0651,0.8556,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,20,"Couldn't afford a car, so she named her daughter Alexis",0.0,0.0,1.0,0.0,negative,0.026,0.3586,0.6153,sadness,0.0024,0.0072,0.9323,0.004,0.005,0.0083,0.0409,"[[""Alexis"", ""PERSON""]]",1,"[""Alexis""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,21,She had hair so long that it looked like weave,0.3612,0.217,0.783,0.0,neutral,0.0655,0.6062,0.3284,disgust,0.0022,0.0304,0.0334,0.0163,0.4883,0.1564,0.273,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,22,"Then she cut it all off, now she look like Eve",0.1027,0.184,0.662,0.154,negative,0.0235,0.3447,0.6318,neutral,0.0043,0.0272,0.0102,0.004,0.0174,0.2617,0.6751,"[[""Eve"", ""PERSON""]]",1,"[""Eve""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,23,And she be dealin' with some issues that you can't believe,0.0,0.0,1.0,0.0,neutral,0.1164,0.5687,0.3149,surprise,0.0147,0.0875,0.0252,0.0231,0.0524,0.7316,0.0654,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,24,Single black female addicted to retail and well,0.2732,0.231,0.769,0.0,neutral,0.0558,0.6279,0.3163,neutral,0.1305,0.0113,0.1722,0.0052,0.0191,0.0419,0.6199,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,25,"Oh, when it all, it all falls down",0.0,0.0,1.0,0.0,negative,0.1292,0.3707,0.5,surprise,0.0061,0.0502,0.098,0.019,0.0832,0.701,0.0426,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,26,"Uh, and when it falls down, who you gon' call now?",0.0,0.0,1.0,0.0,neutral,0.0368,0.6742,0.289,neutral,0.0142,0.104,0.0479,0.0712,0.1485,0.0841,0.5302,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,27,"I'm tellin' you all, it all falls down",0.0,0.0,1.0,0.0,neutral,0.1914,0.6096,0.1991,neutral,0.0405,0.1337,0.1238,0.0318,0.1333,0.1336,0.4033,"[[""tellin"", ""PERSON""]]",1,"[""tellin""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,28,"C'mon, c'mon, and when it all falls down",0.0,0.0,1.0,0.0,neutral,0.234,0.5827,0.1834,neutral,0.1096,0.1869,0.1112,0.0165,0.1132,0.0131,0.4496,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,29,"Oh, when it all",0.0,0.0,1.0,0.0,neutral,0.3944,0.5787,0.0269,neutral,0.0143,0.1277,0.0748,0.1337,0.2566,0.1325,0.2605,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,30,"Man, I promise, I'm so self-conscious",0.3182,0.315,0.685,0.0,negative,0.033,0.1421,0.8249,neutral,0.0116,0.0158,0.0955,0.1183,0.3017,0.0367,0.4203,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,31,That's why you always see me with at least one of my watches,0.0,0.0,1.0,0.0,neutral,0.3265,0.6464,0.0271,neutral,0.0111,0.0072,0.0023,0.0021,0.0037,0.0297,0.944,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,32,Rollies and Pashas done drove me crazy,-0.34,0.0,0.714,0.286,negative,0.0557,0.3372,0.6072,surprise,0.0756,0.1757,0.0193,0.0308,0.0101,0.4295,0.259,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,33,"I can't even pronounce nothing, pass that Ver-say-cee",0.0,0.0,1.0,0.0,negative,0.0191,0.1531,0.8278,neutral,0.0042,0.1042,0.0048,0.0138,0.0997,0.0115,0.7619,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,34,Then I spent four hundred bucks on this,0.0,0.0,1.0,0.0,negative,0.0699,0.2927,0.6374,surprise,0.0432,0.0528,0.0316,0.0058,0.0242,0.5137,0.3287,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,35,"Just to be like, ""Nigga, you ain't up on this""",0.3612,0.217,0.783,0.0,neutral,0.0507,0.5521,0.3972,disgust,0.0093,0.2654,0.0258,0.0292,0.483,0.024,0.1632,"[[""Nigga"", ""PERSON""]]",1,"[""Nigga""]"
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,36,And I can't even go to the grocery store,0.0,0.0,1.0,0.0,negative,0.017,0.1363,0.8467,sadness,0.0025,0.2102,0.2978,0.0064,0.2793,0.1029,0.1009,[],0,[]
all_falls_down_pre_dropout_era,All Falls Down,Pre-Dropout era,0,2003,2003-07-01,37,Without some 1s that's clean and a shirt with a team,0.4019,0.213,0.787,0.0,neutral,0.1561,0.7241,0.1199,neutral,0.0089,0.024,0.2794,0.0037,0.0727,0.0887,0.5227,[],0,[]
